left,top,width,height,ca,no,tr,fr
543,275,583,514,spoon,5,ryminus,67
471,384,760,299,spoon,5,ryminus,73
529,326,612,498,spoon,5,ryminus,79
739,126,245,754,spoon,5,ryminus,85
681,188,355,563,spoon,5,ryminus,91
522,462,641,67,spoon,5,ryminus,97
730,223,262,487,spoon,5,ryminus,103
818,175,115,681,spoon,5,ryminus,109
654,196,348,737,spoon,5,ryminus,115
214,293,1055,414,spoon,5,ryminus,121
452,456,1189,303,spoon,5,ryplus,1
523,514,873,111,spoon,5,ryplus,7
578,375,803,308,spoon,5,ryplus,13
666,190,665,494,spoon,5,ryplus,19
733,221,395,634,spoon,5,ryplus,25
824,224,250,707,spoon,5,ryplus,31
906,240,89,718,spoon,5,ryplus,37
777,311,430,526,spoon,5,ryplus,43
575,329,932,534,spoon,5,ryplus,49
614,429,640,348,spoon,5,ryplus,55
667,288,537,502,spoon,5,ryplus,61
720,147,435,656,spoon,5,ryplus,67
863,233,257,686,spoon,5,ryplus,73
785,303,405,608,spoon,5,ryplus,79
574,333,713,326,spoon,5,ryplus,85
646,178,662,618,spoon,5,ryplus,91
719,23,612,911,spoon,5,ryplus,97
873,242,552,294,spoon,5,ryplus,103
857,345,442,448,spoon,5,ryplus,109
894,95,316,729,spoon,5,ryplus,115
528,611,873,144,spoon,5,rzminus,1
564,596,809,110,spoon,5,rzminus,7
699,508,565,144,spoon,5,rzminus,13
831,474,233,97,spoon,5,rzminus,19
858,496,180,126,spoon,5,rzminus,25
891,453,181,132,spoon,5,rzminus,31
436,421,825,178,spoon,5,rzminus,37
467,488,870,104,spoon,5,rzminus,43
694,479,603,141,spoon,5,rzminus,49
826,427,241,107,spoon,5,rzminus,55
758,435,322,113,spoon,5,rzminus,61
597,369,851,176,spoon,5,rzminus,67
650,303,763,227,spoon,5,rzminus,73
851,435,306,104,spoon,5,rzminus,79
924,594,150,75,spoon,5,rzminus,85
600,433,717,112,spoon,5,rzminus,91
528,511,1066,157,spoon,5,rzminus,97
760,454,529,126,spoon,5,rzminus,103
876,370,271,211,spoon,5,rzminus,109
783,377,522,227,spoon,5,rzminus,115
513,462,921,147,spoon,5,rzminus,121
408,399,1087,286,spoon,5,rzplus,1
482,496,894,152,spoon,5,rzplus,7
488,675,693,162,spoon,5,rzplus,13
862,628,258,215,spoon,5,rzplus,19
735,614,315,198,spoon,5,rzplus,25
751,551,449,150,spoon,5,rzplus,31
602,541,725,200,spoon,5,rzplus,37
648,574,687,75,spoon,5,rzplus,43
604,533,646,129,spoon,5,rzplus,49
818,595,246,130,spoon,5,rzplus,55
710,370,681,347,spoon,5,rzplus,61
618,382,737,224,spoon,5,rzplus,67
566,458,687,121,spoon,5,rzplus,73
554,441,716,124,spoon,5,rzplus,79
611,476,727,139,spoon,5,rzplus,85
668,511,739,155,spoon,5,rzplus,91
361,386,1064,284,spoon,5,rzplus,97
545,427,678,142,spoon,5,rzplus,103
804,342,159,285,spoon,5,rzplus,109
710,578,313,102,spoon,5,rzplus,115
635,492,700,106,spoon,5,rzplus,121
496,487,725,106,spoon,5,rzplus,127
707,415,424,82,spoon,6,rxminus,1
658,424,470,107,spoon,6,rxminus,7
619,419,430,83,spoon,6,rxminus,13
621,382,491,123,spoon,6,rxminus,19
555,322,691,184,spoon,6,rxminus,25
582,341,549,180,spoon,6,rxminus,31
592,371,512,88,spoon,6,rxminus,37
591,360,484,115,spoon,6,rxminus,43
576,366,492,123,spoon,6,rxminus,49
578,360,480,127,spoon,6,rxminus,55
529,355,533,147,spoon,6,rxminus,61
586,378,442,80,spoon,6,rxminus,67
563,350,518,132,spoon,6,rxminus,73
590,353,472,149,spoon,6,rxminus,79
579,356,521,128,spoon,6,rxminus,85
562,369,518,101,spoon,6,rxminus,91
575,366,449,106,spoon,6,rxminus,97
544,343,540,150,spoon,6,rxminus,103
538,369,633,145,spoon,6,rxminus,109
579,391,468,91,spoon,6,rxminus,115
567,393,458,98,spoon,6,rxminus,121
586,353,475,115,spoon,6,rxminus,127
678,541,475,54,spoon,6,rxplus,1
635,458,504,125,spoon,6,rxplus,7
602,409,492,94,spoon,6,rxplus,13
600,418,459,109,spoon,6,rxplus,19
555,376,549,164,spoon,6,rxplus,25
554,410,605,163,spoon,6,rxplus,31
598,453,494,88,spoon,6,rxplus,37
600,470,456,58,spoon,6,rxplus,43
544,426,624,199,spoon,6,rxplus,49
599,448,486,112,spoon,6,rxplus,55
544,380,594,216,spoon,6,rxplus,61
562,455,555,117,spoon,6,rxplus,67
576,454,514,100,spoon,6,rxplus,73
539,464,608,111,spoon,6,rxplus,79
544,430,611,154,spoon,6,rxplus,85
544,466,637,98,spoon,6,rxplus,91
578,490,462,53,spoon,6,rxplus,97
594,465,480,118,spoon,6,rxplus,103
617,474,492,138,spoon,6,rxplus,109
415,483,681,125,spoon,6,rxplus,115
680,465,467,125,spoon,6,ryminus,1
651,385,426,307,spoon,6,ryminus,7
712,316,162,477,spoon,6,ryminus,13
718,326,229,457,spoon,6,ryminus,19
612,395,276,101,spoon,6,ryminus,25
641,430,269,89,spoon,6,ryminus,31
723,272,340,257,spoon,6,ryminus,37
766,165,143,486,spoon,6,ryminus,43
665,219,303,445,spoon,6,ryminus,49
470,316,543,274,spoon,6,ryminus,55
464,474,485,97,spoon,6,ryminus,61
554,332,334,384,spoon,6,ryminus,67
665,246,169,547,spoon,6,ryminus,73
584,313,350,269,spoon,6,ryminus,79
576,375,378,55,spoon,6,ryminus,85
527,358,340,166,spoon,6,ryminus,91
626,154,195,499,spoon,6,ryminus,97
612,133,229,473,spoon,6,ryminus,103
470,233,514,367,spoon,6,ryminus,109
526,378,575,71,spoon,6,ryminus,115
576,380,533,107,spoon,6,ryminus,121
619,441,424,78,spoon,6,ryplus,1
605,440,398,114,spoon,6,ryplus,7
618,248,299,421,spoon,6,ryplus,13
778,218,137,518,spoon,6,ryplus,19
684,367,404,235,spoon,6,ryplus,25
686,341,344,317,spoon,6,ryplus,31
689,316,284,399,spoon,6,ryplus,37
771,228,215,487,spoon,6,ryplus,43
576,385,467,182,spoon,6,ryplus,49
487,266,596,342,spoon,6,ryplus,55
638,214,412,411,spoon,6,ryplus,61
754,165,156,488,spoon,6,ryplus,67
676,269,304,373,spoon,6,ryplus,73
678,432,209,100,spoon,6,ryplus,79
679,314,240,227,spoon,6,ryplus,85
784,197,146,489,spoon,6,ryplus,91
637,328,365,290,spoon,6,ryplus,97
585,401,462,198,spoon,6,ryplus,103
477,404,520,135,spoon,6,ryplus,109
539,363,570,172,spoon,6,ryplus,115
595,417,460,95,spoon,6,rzminus,1
721,439,466,133,spoon,6,rzminus,7
657,416,273,174,spoon,6,rzminus,13
646,378,214,219,spoon,6,rzminus,19
538,370,402,239,spoon,6,rzminus,25
504,370,554,225,spoon,6,rzminus,31
585,416,362,68,spoon,6,rzminus,37
730,344,168,214,spoon,6,rzminus,43
676,316,263,285,spoon,6,rzminus,49
650,332,456,193,spoon,6,rzminus,55
605,365,455,132,spoon,6,rzminus,61
629,401,336,72,spoon,6,rzminus,67
675,399,177,196,spoon,6,rzminus,73
451,382,478,112,spoon,6,rzminus,79
574,415,410,91,spoon,6,rzminus,85
623,405,463,101,spoon,6,rzminus,91
670,372,420,229,spoon,6,rzminus,97
788,384,164,209,spoon,6,rzminus,103
595,365,430,196,spoon,6,rzminus,109
582,411,470,85,spoon,6,rzminus,115
573,443,451,83,spoon,6,rzminus,121
669,463,449,120,spoon,6,rzplus,1
642,485,443,130,spoon,6,rzplus,7
725,480,323,138,spoon,6,rzplus,13
726,425,263,170,spoon,6,rzplus,19
599,386,471,164,spoon,6,rzplus,25
623,443,526,83,spoon,6,rzplus,31
581,473,389,61,spoon,6,rzplus,37
626,428,261,121,spoon,6,rzplus,43
672,383,133,181,spoon,6,rzplus,49
641,454,435,71,spoon,6,rzplus,55
632,466,558,83,spoon,6,rzplus,61
592,467,465,107,spoon,6,rzplus,67
739,421,215,200,spoon,6,rzplus,73
716,453,364,120,spoon,6,rzplus,79
677,474,509,100,spoon,6,rzplus,85
704,507,468,131,spoon,6,rzplus,91
672,523,278,78,spoon,6,rzplus,97
691,508,135,146,spoon,6,rzplus,103
579,501,383,112,spoon,6,rzplus,109
543,531,490,127,spoon,6,rzplus,115
494,509,525,145,spoon,6,rzplus,121
517,545,505,69,spoon,6,rzplus,127
467,568,815,119,spoon,7,rxminus,1
430,584,832,151,spoon,7,rxminus,7
487,607,775,91,spoon,7,rxminus,13
499,600,830,102,spoon,7,rxminus,19
504,570,805,146,spoon,7,rxminus,25
475,526,857,235,spoon,7,rxminus,31
493,538,829,224,spoon,7,rxminus,37
474,522,817,174,spoon,7,rxminus,43
485,554,825,110,spoon,7,rxminus,49
493,557,797,133,spoon,7,rxminus,55
489,539,871,156,spoon,7,rxminus,61
485,527,853,200,spoon,7,rxminus,67
442,509,931,203,spoon,7,rxminus,73
445,559,892,146,spoon,7,rxminus,79
470,599,849,104,spoon,7,rxminus,85
483,529,833,198,spoon,7,rxminus,91
472,559,833,132,spoon,7,rxminus,97
480,567,860,127,spoon,7,rxminus,103
421,521,979,269,spoon,7,rxminus,109
477,559,834,190,spoon,7,rxminus,115
450,573,918,169,spoon,7,rxminus,121
431,528,934,230,spoon,7,rxminus,127
517,420,880,150,spoon,7,rxplus,1
444,521,870,127,spoon,7,rxplus,7
436,476,878,236,spoon,7,rxplus,13
465,424,911,312,spoon,7,rxplus,19
479,487,865,191,spoon,7,rxplus,25
507,463,834,213,spoon,7,rxplus,31
483,476,858,157,spoon,7,rxplus,37
483,494,892,114,spoon,7,rxplus,43
521,508,809,103,spoon,7,rxplus,49
501,499,830,168,spoon,7,rxplus,55
506,486,850,208,spoon,7,rxplus,61
523,531,810,116,spoon,7,rxplus,67
500,520,873,145,spoon,7,rxplus,73
490,481,910,199,spoon,7,rxplus,79
519,478,850,213,spoon,7,rxplus,85
477,485,902,180,spoon,7,rxplus,91
516,509,809,107,spoon,7,rxplus,97
523,501,809,164,spoon,7,rxplus,103
484,473,902,234,spoon,7,rxplus,109
519,526,793,152,spoon,7,rxplus,115
519,529,784,136,spoon,7,rxplus,121
524,558,793,104,spoon,7,ryminus,1
525,563,818,167,spoon,7,ryminus,7
664,502,718,325,spoon,7,ryminus,13
717,438,734,549,spoon,7,ryminus,19
873,376,313,704,spoon,7,ryminus,25
718,279,447,748,spoon,7,ryminus,31
534,448,760,231,spoon,7,ryminus,37
501,537,816,114,spoon,7,ryminus,43
554,529,778,264,spoon,7,ryminus,49
675,412,619,542,spoon,7,ryminus,55
872,301,226,704,spoon,7,ryminus,61
864,324,159,756,spoon,7,ryminus,67
433,311,901,574,spoon,7,ryminus,73
546,576,924,179,spoon,7,ryminus,79
780,472,588,426,spoon,7,ryminus,85
914,346,311,674,spoon,7,ryminus,91
875,385,291,695,spoon,7,ryminus,97
506,520,797,270,spoon,7,ryminus,103
557,608,815,215,spoon,7,ryminus,109
827,297,377,777,spoon,7,ryminus,115
769,331,387,740,spoon,7,ryminus,121
548,512,809,142,spoon,7,ryminus,127
490,426,833,107,spoon,7,ryplus,1
416,444,781,112,spoon,7,ryplus,7
425,337,803,298,spoon,7,ryplus,13
435,248,779,484,spoon,7,ryplus,19
512,165,433,687,spoon,7,ryplus,25
766,86,172,712,spoon,7,ryplus,31
824,200,216,786,spoon,7,ryplus,37
824,299,371,693,spoon,7,ryplus,43
673,407,616,488,spoon,7,ryplus,49
480,404,764,420,spoon,7,ryplus,55
506,499,766,196,spoon,7,ryplus,61
460,419,800,201,spoon,7,ryplus,67
411,320,748,413,spoon,7,ryplus,73
642,307,536,677,spoon,7,ryplus,79
933,374,207,705,spoon,7,ryplus,85
830,389,288,691,spoon,7,ryplus,91
632,376,734,645,spoon,7,ryplus,97
474,467,877,352,spoon,7,ryplus,103
502,530,895,154,spoon,7,ryplus,109
512,464,810,124,spoon,7,ryplus,115
501,444,837,158,spoon,7,ryplus,121
229,407,1087,231,spoon,7,rzminus,1
455,550,714,137,spoon,7,rzminus,7
522,600,597,155,spoon,7,rzminus,13
638,571,435,243,spoon,7,rzminus,19
742,595,278,314,spoon,7,rzminus,25
700,624,392,367,spoon,7,rzminus,31
429,625,747,160,spoon,7,rzminus,37
392,600,822,98,spoon,7,rzminus,43
279,540,1116,317,spoon,7,rzminus,49
600,573,701,375,spoon,7,rzminus,55
729,667,535,248,spoon,7,rzminus,61
696,665,382,336,spoon,7,rzminus,67
376,697,782,270,spoon,7,rzminus,73
283,623,957,150,spoon,7,rzminus,79
481,624,630,199,spoon,7,rzminus,85
767,662,237,289,spoon,7,rzminus,91
530,676,648,206,spoon,7,rzminus,97
450,674,790,112,spoon,7,rzminus,103
527,711,616,189,spoon,7,rzminus,109
634,727,374,307,spoon,7,rzminus,115
280,709,885,229,spoon,7,rzminus,121
514,618,920,129,spoon,7,rzplus,1
442,762,809,127,spoon,7,rzplus,7
469,670,783,327,spoon,7,rzplus,13
510,741,649,339,spoon,7,rzplus,19
604,745,433,335,spoon,7,rzplus,25
800,802,343,278,spoon,7,rzplus,31
720,900,380,180,spoon,7,rzplus,37
538,815,776,174,spoon,7,rzplus,43
509,831,779,94,spoon,7,rzplus,49
440,751,968,219,spoon,7,rzplus,55
465,772,684,279,spoon,7,rzplus,61
767,788,304,278,spoon,7,rzplus,67
588,903,784,151,spoon,7,rzplus,73
478,800,837,163,spoon,7,rzplus,79
614,775,627,305,spoon,7,rzplus,85
668,814,595,265,spoon,7,rzplus,91
722,854,564,226,spoon,7,rzplus,97
522,833,840,177,spoon,7,rzplus,103
395,860,790,220,spoon,7,rzplus,109
884,846,222,162,spoon,7,rzplus,115
715,879,566,201,spoon,7,rzplus,121
560,706,882,160,spoon,7,rzplus,127
521,451,683,149,spoon,8,rxminus,1
470,424,808,166,spoon,8,rxminus,7
496,426,725,170,spoon,8,rxminus,13
484,385,666,174,spoon,8,rxminus,19
469,393,693,194,spoon,8,rxminus,25
438,363,789,218,spoon,8,rxminus,31
465,439,697,170,spoon,8,rxminus,37
463,453,760,167,spoon,8,rxminus,43
378,426,973,259,spoon,8,rxminus,49
480,458,709,179,spoon,8,rxminus,55
481,464,732,136,spoon,8,rxminus,61
478,428,758,158,spoon,8,rxminus,67
464,443,823,133,spoon,8,rxminus,73
462,423,719,162,spoon,8,rxminus,79
458,400,761,173,spoon,8,rxminus,85
474,421,687,148,spoon,8,rxminus,91
472,429,699,131,spoon,8,rxminus,97
442,414,744,137,spoon,8,rxminus,103
453,410,755,184,spoon,8,rxminus,109
452,383,720,176,spoon,8,rxminus,115
471,428,696,156,spoon,8,rxminus,121
476,425,719,127,spoon,8,rxminus,127
487,376,775,227,spoon,8,rxminus,133
525,516,701,128,spoon,8,rxplus,1
534,477,708,145,spoon,8,rxplus,7
543,458,715,176,spoon,8,rxplus,13
560,484,689,174,spoon,8,rxplus,19
525,494,758,156,spoon,8,rxplus,25
557,473,689,199,spoon,8,rxplus,31
540,492,675,121,spoon,8,rxplus,37
528,470,658,238,spoon,8,rxplus,43
549,871,683,125,spoon,8,rxplus,49
532,806,661,146,spoon,8,rxplus,55
530,751,662,129,spoon,8,rxplus,61
525,729,680,126,spoon,8,rxplus,67
503,533,706,204,spoon,8,rxplus,73
532,570,655,142,spoon,8,rxplus,79
524,564,673,129,spoon,8,rxplus,85
573,536,659,165,spoon,8,rxplus,91
400,545,1037,221,spoon,8,rxplus,97
512,529,757,198,spoon,8,rxplus,103
528,578,693,174,spoon,8,rxplus,109
534,610,621,142,spoon,8,rxplus,115
492,559,722,112,spoon,8,rxplus,121
453,406,729,184,spoon,8,ryminus,1
491,372,672,193,spoon,8,ryminus,7
520,244,574,419,spoon,8,ryminus,13
720,191,247,661,spoon,8,ryminus,19
570,250,482,519,spoon,8,ryminus,25
478,296,690,276,spoon,8,ryminus,31
507,362,628,250,spoon,8,ryminus,37
741,203,348,465,spoon,8,ryminus,43
765,71,149,684,spoon,8,ryminus,49
645,128,351,626,spoon,8,ryminus,55
462,169,643,451,spoon,8,ryminus,61
474,345,784,191,spoon,8,ryminus,67
527,162,679,492,spoon,8,ryminus,73
681,177,356,606,spoon,8,ryminus,79
725,94,338,701,spoon,8,ryminus,85
559,261,568,322,spoon,8,ryminus,91
489,324,766,311,spoon,8,ryminus,97
644,291,664,307,spoon,8,ryminus,103
728,134,449,563,spoon,8,ryminus,109
845,25,136,677,spoon,8,ryminus,115
669,162,447,557,spoon,8,ryminus,121
505,389,699,199,spoon,8,ryminus,127
461,391,794,164,spoon,8,ryplus,1
347,385,896,205,spoon,8,ryplus,7
445,250,709,493,spoon,8,ryplus,13
541,46,392,699,spoon,8,ryplus,19
681,25,174,762,spoon,8,ryplus,25
595,188,417,579,spoon,8,ryplus,31
456,282,568,306,spoon,8,ryplus,37
437,351,645,222,spoon,8,ryplus,43
440,299,623,308,spoon,8,ryplus,49
605,179,441,590,spoon,8,ryplus,55
691,129,309,625,spoon,8,ryplus,61
786,94,142,664,spoon,8,ryplus,67
649,217,502,461,spoon,8,ryplus,73
494,365,701,166,spoon,8,ryplus,79
500,234,552,323,spoon,8,ryplus,85
625,116,273,534,spoon,8,ryplus,91
709,92,178,666,spoon,8,ryplus,97
634,225,426,497,spoon,8,ryplus,103
499,413,507,171,spoon,8,ryplus,109
467,347,544,196,spoon,8,ryplus,115
696,154,268,639,spoon,8,ryplus,121
952,422,194,161,spoon,8,ryplus,127
286,366,985,274,spoon,8,rzminus,1
397,418,851,134,spoon,8,rzminus,7
909,422,312,157,spoon,8,rzminus,13
792,460,172,172,spoon,8,rzminus,19
424,438,520,184,spoon,8,rzminus,25
272,429,820,223,spoon,8,rzminus,31
380,448,825,181,spoon,8,rzminus,37
465,376,757,263,spoon,8,rzminus,43
758,463,233,156,spoon,8,rzminus,49
350,432,582,175,spoon,8,rzminus,55
253,457,741,145,spoon,8,rzminus,61
256,469,784,149,spoon,8,rzminus,67
396,424,681,224,spoon,8,rzminus,73
631,490,293,145,spoon,8,rzminus,79
537,453,474,165,spoon,8,rzminus,85
444,488,702,154,spoon,8,rzminus,91
461,482,749,166,spoon,8,rzminus,97
656,489,490,144,spoon,8,rzminus,103
714,486,216,184,spoon,8,rzminus,109
449,464,555,164,spoon,8,rzminus,115
267,445,850,174,spoon,8,rzminus,121
361,479,763,158,spoon,8,rzminus,127
281,478,1065,314,spoon,8,rzplus,1
365,512,850,183,spoon,8,rzplus,7
334,529,755,178,spoon,8,rzplus,13
466,507,580,200,spoon,8,rzplus,19
705,557,259,177,spoon,8,rzplus,25
767,489,487,199,spoon,8,rzplus,31
628,463,761,206,spoon,8,rzplus,37
587,496,755,150,spoon,8,rzplus,43
641,465,651,157,spoon,8,rzplus,49
687,446,563,162,spoon,8,rzplus,55
734,428,475,168,spoon,8,rzplus,61
636,443,691,155,spoon,8,rzplus,67
505,469,684,117,spoon,8,rzplus,73
574,476,292,129,spoon,8,rzplus,79
806,397,429,218,spoon,8,rzplus,85
685,450,736,120,spoon,8,rzplus,91
642,436,704,209,spoon,8,rzplus,97
692,491,472,127,spoon,8,rzplus,103
677,465,530,153,spoon,8,rzplus,109
663,439,588,180,spoon,8,rzplus,115
576,470,661,139,spoon,8,rzplus,121
472,472,788,150,spoon,8,rzplus,127
453,476,831,106,spoon,9,rxminus,1
418,454,961,130,spoon,9,rxminus,7
432,394,973,186,spoon,9,rxminus,13
408,393,852,158,spoon,9,rxminus,19
389,356,870,204,spoon,9,rxminus,25
366,346,908,191,spoon,9,rxminus,31
401,363,905,130,spoon,9,rxminus,37
421,391,869,124,spoon,9,rxminus,43
390,370,927,230,spoon,9,rxminus,49
427,388,820,181,spoon,9,rxminus,55
389,395,878,237,spoon,9,rxminus,61
377,437,879,147,spoon,9,rxminus,67
391,410,894,163,spoon,9,rxminus,73
371,382,877,216,spoon,9,rxminus,79
375,376,882,212,spoon,9,rxminus,85
369,383,879,179,spoon,9,rxminus,91
395,386,818,125,spoon,9,rxminus,97
379,402,859,144,spoon,9,rxminus,103
281,273,1035,392,spoon,9,rxminus,109
361,400,883,192,spoon,9,rxminus,115
336,430,895,152,spoon,9,rxminus,121
320,436,975,127,spoon,9,rxminus,127
334,402,962,158,spoon,9,rxminus,133
519,419,808,124,spoon,9,rxplus,1
495,402,836,129,spoon,9,rxplus,7
512,398,818,184,spoon,9,rxplus,13
478,382,860,172,spoon,9,rxplus,19
431,404,888,138,spoon,9,rxplus,25
443,415,883,114,spoon,9,rxplus,31
432,418,885,152,spoon,9,rxplus,37
422,407,863,197,spoon,9,rxplus,43
415,394,838,194,spoon,9,rxplus,49
381,392,900,189,spoon,9,rxplus,55
430,425,844,138,spoon,9,rxplus,61
411,381,877,207,spoon,9,rxplus,67
390,368,872,212,spoon,9,rxplus,73
393,387,726,203,spoon,9,rxplus,79
387,435,648,103,spoon,9,rxplus,85
362,427,717,140,spoon,9,rxplus,91
351,411,745,192,spoon,9,rxplus,97
347,401,864,186,spoon,9,rxplus,103
360,403,833,174,spoon,9,rxplus,109
362,451,853,113,spoon,9,rxplus,115
374,462,838,104,spoon,9,rxplus,121
362,435,787,91,spoon,9,rxplus,127
609,408,716,123,spoon,9,ryminus,1
604,389,707,181,spoon,9,ryminus,7
654,235,602,396,spoon,9,ryminus,13
762,151,239,679,spoon,9,ryminus,19
767,168,266,688,spoon,9,ryminus,25
565,274,546,388,spoon,9,ryminus,31
605,282,556,393,spoon,9,ryminus,37
646,291,566,398,spoon,9,ryminus,43
804,153,235,537,spoon,9,ryminus,49
711,229,278,572,spoon,9,ryminus,55
539,334,629,350,spoon,9,ryminus,61
547,422,681,127,spoon,9,ryminus,67
642,279,554,411,spoon,9,ryminus,73
791,143,258,629,spoon,9,ryminus,79
782,203,195,636,spoon,9,ryminus,85
553,277,460,347,spoon,9,ryminus,91
544,448,666,78,spoon,9,ryminus,97
618,371,614,301,spoon,9,ryminus,103
740,240,341,547,spoon,9,ryminus,109
768,215,142,669,spoon,9,ryminus,115
594,290,416,417,spoon,9,ryminus,121
470,472,733,89,spoon,9,ryminus,127
540,437,697,151,spoon,9,ryminus,133
390,403,891,148,spoon,9,ryplus,1
369,422,972,131,spoon,9,ryplus,7
406,378,919,226,spoon,9,ryplus,13
445,172,721,615,spoon,9,ryplus,19
663,72,336,764,spoon,9,ryplus,25
811,86,104,767,spoon,9,ryplus,31
828,83,164,768,spoon,9,ryplus,37
552,209,616,604,spoon,9,ryplus,43
591,330,732,321,spoon,9,ryplus,49
456,345,773,274,spoon,9,ryplus,55
777,240,211,726,spoon,9,ryplus,61
567,269,649,488,spoon,9,ryplus,67
393,331,868,185,spoon,9,ryplus,73
671,164,397,647,spoon,9,ryplus,79
613,203,530,586,spoon,9,ryplus,85
512,349,747,228,spoon,9,ryplus,91
472,351,742,278,spoon,9,ryplus,97
634,206,455,632,spoon,9,ryplus,103
729,135,240,777,spoon,9,ryplus,109
552,213,530,603,spoon,9,ryplus,115
519,340,731,275,spoon,9,ryplus,121
535,473,795,132,spoon,9,rzminus,1
612,492,717,101,spoon,9,rzminus,7
724,466,587,152,spoon,9,rzminus,13
875,525,132,131,spoon,9,rzminus,19
600,556,438,107,spoon,9,rzminus,25
362,499,788,249,spoon,9,rzminus,31
443,537,838,88,spoon,9,rzminus,37
577,506,815,154,spoon,9,rzminus,43
870,528,347,200,spoon,9,rzminus,49
536,488,531,253,spoon,9,rzminus,55
292,496,814,191,spoon,9,rzminus,61
311,501,881,141,spoon,9,rzminus,67
713,517,488,70,spoon,9,rzminus,73
942,554,176,59,spoon,9,rzminus,79
612,473,455,240,spoon,9,rzminus,85
651,552,413,63,spoon,9,rzminus,91
542,521,781,105,spoon,9,rzminus,97
739,473,588,215,spoon,9,rzminus,103
773,551,208,107,spoon,9,rzminus,109
629,489,289,210,spoon,9,rzminus,115
326,454,836,228,spoon,9,rzminus,121
413,508,829,122,spoon,9,rzminus,127
436,489,808,100,spoon,9,rzplus,1
418,494,825,135,spoon,9,rzplus,7
469,496,641,158,spoon,9,rzplus,13
606,497,343,186,spoon,9,rzplus,19
795,493,242,160,spoon,9,rzplus,25
529,273,844,372,spoon,9,rzplus,31
590,463,777,112,spoon,9,rzplus,37
538,477,720,99,spoon,9,rzplus,43
587,409,531,183,spoon,9,rzplus,49
551,429,636,139,spoon,9,rzplus,55
516,450,741,95,spoon,9,rzplus,61
357,462,846,113,spoon,9,rzplus,67
370,481,706,127,spoon,9,rzplus,73
629,471,247,146,spoon,9,rzplus,79
614,480,616,113,spoon,9,rzplus,85
522,413,860,162,spoon,9,rzplus,91
487,442,803,136,spoon,9,rzplus,97
501,467,621,73,spoon,9,rzplus,103
546,457,636,82,spoon,9,rzplus,109
591,447,652,91,spoon,9,rzplus,115
502,444,825,94,spoon,9,rzplus,121
471,404,885,169,spoon,9,rzplus,127
732,523,453,89,spoon,10,rxminus,1
686,458,590,222,spoon,10,rxminus,7
690,521,441,147,spoon,10,rxminus,13
691,550,501,120,spoon,10,rxminus,19
691,564,511,93,spoon,10,rxminus,25
692,567,504,81,spoon,10,rxminus,31
678,573,476,92,spoon,10,rxminus,37
695,585,469,109,spoon,10,rxminus,43
692,563,520,127,spoon,10,rxminus,49
622,561,656,201,spoon,10,rxminus,55
687,588,509,95,spoon,10,rxminus,61
666,459,541,288,spoon,10,rxminus,67
679,610,530,77,spoon,10,rxminus,73
665,594,384,109,spoon,10,rxminus,79
671,575,506,151,spoon,10,rxminus,85
688,582,480,138,spoon,10,rxminus,91
671,601,465,116,spoon,10,rxminus,97
694,588,469,134,spoon,10,rxminus,103
636,600,510,127,spoon,10,rxminus,109
678,527,443,105,spoon,10,rxminus,115
759,437,504,89,spoon,10,rxplus,1
702,432,439,91,spoon,10,rxplus,7
562,318,690,307,spoon,10,rxplus,13
648,415,488,128,spoon,10,rxplus,19
649,410,504,103,spoon,10,rxplus,25
657,457,411,56,spoon,10,rxplus,31
635,447,545,107,spoon,10,rxplus,37
641,464,509,121,spoon,10,rxplus,43
649,474,447,107,spoon,10,rxplus,49
639,474,515,112,spoon,10,rxplus,55
627,473,514,128,spoon,10,rxplus,61
572,472,619,127,spoon,10,rxplus,67
634,496,436,74,spoon,10,rxplus,73
605,445,500,168,spoon,10,rxplus,79
617,468,480,156,spoon,10,rxplus,85
547,474,605,140,spoon,10,rxplus,91
617,517,518,92,spoon,10,rxplus,97
652,515,437,114,spoon,10,rxplus,103
561,516,516,116,spoon,10,rxplus,109
534,460,584,141,spoon,10,rxplus,115
544,500,502,112,spoon,10,rxplus,121
713,419,530,161,spoon,10,ryminus,1
720,334,496,285,spoon,10,ryminus,7
761,239,385,433,spoon,10,ryminus,13
785,262,169,563,spoon,10,ryminus,19
795,390,268,515,spoon,10,ryminus,25
727,483,569,299,spoon,10,ryminus,31
748,470,568,298,spoon,10,ryminus,37
769,458,568,298,spoon,10,ryminus,43
945,328,236,509,spoon,10,ryminus,49
936,283,175,597,spoon,10,ryminus,55
766,368,484,347,spoon,10,ryminus,61
764,486,568,117,spoon,10,ryminus,67
805,401,539,154,spoon,10,ryminus,73
793,253,392,459,spoon,10,ryminus,79
943,261,152,569,spoon,10,ryminus,85
845,360,467,433,spoon,10,ryminus,91
859,503,550,183,spoon,10,ryminus,97
886,406,537,289,spoon,10,ryminus,103
1018,287,147,562,spoon,10,ryminus,109
887,339,416,413,spoon,10,ryminus,115
859,447,524,137,spoon,10,ryminus,121
660,532,437,62,spoon,10,ryplus,1
631,446,539,295,spoon,10,ryplus,7
646,387,363,409,spoon,10,ryplus,13
845,358,100,565,spoon,10,ryplus,19
750,440,361,348,spoon,10,ryplus,25
568,513,483,265,spoon,10,ryplus,31
609,511,635,335,spoon,10,ryplus,37
839,368,134,514,spoon,10,ryplus,43
763,356,189,414,spoon,10,ryplus,49
644,501,445,196,spoon,10,ryplus,55
